stn;time;uto200s0;gre000z0;tre200s0;ure200s0;fkl010z0;fve010z0
THU;2.02406E+11;10.3;0;11.6;99.3;0.5;0.5
THU;2.02406E+11;10.1;0;11.2;99.3;0.8;0.7
THU;2.02406E+11;9.8;0;10.9;99.3;0.4;0.3
THU;2.02406E+11;9.8;0;10.7;99.3;0.8;0.7
THU;2.02406E+11;9.5;0;10.3;99.3;1;1
THU;2.02406E+11;9.6;0;10.5;99.3;0.6;0.5
THU;2.02406E+11;9.8;0;10.9;99.3;0.8;0.7
THU;2.02406E+11;9.6;0;10.5;99.3;0.7;0.6
THU;2.02406E+11;9.3;0;10;99.3;0.7;0.7
THU;2.02406E+11;9.4;0;10.1;99.3;0.8;0.7
THU;2.02406E+11;9.1;0;9.7;99.3;1.1;1
THU;2.02406E+11;9.5;0;10.2;99.3;0.6;0.6
THU;2.02406E+11;9.1;0;9.6;99.3;0.5;0.5
THU;2.02406E+11;9.1;0;9.7;99.3;0.5;0.5
THU;2.02406E+11;9.2;0;9.8;99.3;0.7;0.5
THU;2.02406E+11;8.8;0;9.2;99.3;0.9;0.8
THU;2.02406E+11;9;0;9.4;99.3;1;0.8
THU;2.02406E+11;8.9;0;9.3;99.3;0.8;0.6
THU;2.02406E+11;9.3;0;10;99.3;1;0.9
THU;2.02406E+11;9.5;4;10.3;99.3;1.4;1.3
THU;2.02406E+11;9.1;12;9.6;99.3;0.8;0.1
THU;2.02406E+11;9.3;28;9.9;99.3;0.6;0.6
THU;2.02406E+11;9.3;44;10;99.3;0.5;0.4
THU;2.02406E+11;9.5;71;10.3;99.3;1.1;0.9
THU;2.02406E+11;9.9;101;11;99.3;0.5;0.5
THU;2.02406E+11;10.3;139;11.6;99.3;0.4;0.3
THU;2.02406E+11;10.8;182;12.3;99.3;0.4;0.4
THU;2.02406E+11;11.3;214;13.1;99.1;0.6;0.4
THU;2.02406E+11;11.3;190;13.6;95.9;0.5;0.4
THU;2.02406E+11;11.2;267;14.1;92.5;0.2;0.2
THU;2.02406E+11;11;251;14.4;88.8;0.6;0.5
THU;2.02406E+11;11;195;14.7;87.6;0.6;0.5
THU;2.02406E+11;11.2;191;14.9;88;1.7;1.7
THU;2.02406E+11;11.5;206;14.9;90.6;1.9;1.8
THU;2.02406E+11;11.6;190;15;90.3;1.4;1.4
THU;2.02406E+11;11.6;207;15.2;89.4;0.4;0.4
THU;2.02406E+11;11.4;236;15.4;86.8;0.9;0.9
THU;2.02406E+11;11.5;200;15.7;85.8;0.7;0.6
THU;2.02406E+11;11.4;197;15.7;85.5;0.5;0.5
THU;2.02406E+11;11.6;234;16;85.1;0.6;0.6
THU;2.02406E+11;11.3;293;16.3;81.6;0.9;0.9
THU;2.02406E+11;11.1;328;16.5;79.6;0.5;0.5
THU;2.02406E+11;11.2;321;16.8;78.5;0.2;0
THU;2.02406E+11;11.2;648;17.4;75.6;0.5;0.5
THU;2.02406E+11;11.1;811;18;72;0.3;0.3
THU;2.02406E+11;10.8;783;18.6;67.6;0.8;0.7
THU;2.02406E+11;10.9;826;19.2;66.3;0.9;0.8
THU;2.02406E+11;10.3;774;19.4;61.6;0.9;0.7
THU;2.02406E+11;9.5;786;20;55.1;0.8;0.4
THU;2.02406E+11;9.1;487;19.7;53.5;1.5;1.4
THU;2.02406E+11;9.5;785;20.1;54.8;0.7;0.6
THU;2.02406E+11;9.9;763;20.2;56.8;1.6;1.2
THU;2.02406E+11;9.9;901;20.5;55.8;1.4;1.1
THU;2.02406E+11;10.2;947;21;55.5;1.2;1
THU;2.02406E+11;9.8;966;21.1;53.1;1;0.4
THU;2.02406E+11;9.6;674;21.2;51.9;1;0.8
THU;2.02406E+11;9.7;910;21.3;52.2;0.9;0.5
THU;2.02406E+11;10;998;21.8;52.2;1.2;0.7
THU;2.02406E+11;9.9;984;21.9;51.5;1.7;1.5
THU;2.02406E+11;9.9;315;21.2;53.8;1.1;0.7
THU;2.02406E+11;10.2;219;21;55.4;0.6;0.5
THU;2.02406E+11;10.2;595;21.5;54.4;0.3;0.3
THU;2.02406E+11;10.3;392;21.6;54.2;0.6;0.5
THU;2.02406E+11;10.4;472;21.9;54.2;0.8;0.7
THU;2.02406E+11;10.4;666;21.8;54.1;1;0.9
THU;2.02406E+11;10.3;280;21.8;53.5;0.9;0.9
THU;2.02406E+11;10.9;573;22.2;55.4;1.3;1.3
THU;2.02406E+11;10.9;292;21.9;56.7;2;2
THU;2.02406E+11;11.2;603;22;57.9;2.1;2.1
THU;2.02406E+11;10.9;431;22.4;55;1.3;1.2
THU;2.02406E+11;10.9;217;22.1;56.2;1.9;1.9
THU;2.02406E+11;11.2;626;22.5;56;1.5;1.4
THU;2.02406E+11;10.6;238;22.5;53.3;0.9;0.7
THU;2.02406E+11;10.8;244;22.6;53.8;0.1;0
THU;2.02406E+11;11.3;266;22.8;55.5;0.7;0.7
THU;2.02406E+11;11.3;204;22.5;56.6;2.2;2.1
THU;2.02406E+11;11.3;266;22.4;56.8;2.1;2
THU;2.02406E+11;11.6;726;23.7;54.2;2.2;2.1
THU;2.02406E+11;11;608;23.4;52.6;1.7;1.5
THU;2.02406E+11;10.6;337;23.3;50.8;2.2;1.9
THU;2.02406E+11;10.4;250;23.2;50.1;0.1;0.1
THU;2.02406E+11;11;343;23.3;52.5;1.4;1.4
THU;2.02406E+11;10.7;254;23.2;51.6;2.2;2.1
THU;2.02406E+11;10.7;344;23.4;51.2;2;1.8
THU;2.02406E+11;10.5;275;23.4;50;1.2;1.1
THU;2.02406E+11;10.8;255;23.4;51.4;1.1;0.9
THU;2.02406E+11;10.7;218;23.5;50.5;0.8;0
THU;2.02406E+11;11.2;442;24;51.3;0.4;0.4
THU;2.02406E+11;10.9;214;23.8;50.7;0.7;0.5
THU;2.02406E+11;11.2;351;23.8;51.8;0.9;0.9
THU;2.02406E+11;11.3;536;24.7;50.1;0.9;0.5
THU;2.02406E+11;11;552;24.7;48.5;1.2;1
THU;2.02406E+11;11;528;24.8;48.3;2.1;1.9
THU;2.02406E+11;11.1;548;25.1;48;1.5;1.5
THU;2.02406E+11;10.9;502;25;47.3;2.3;2.3
THU;2.02406E+11;10.7;397;24.7;47.3;2.1;2.1
THU;2.02406E+11;10.6;336;24.4;47.8;0.9;0.6
THU;2.02406E+11;11.1;365;24.5;49.5;1.3;1.1
THU;2.02406E+11;10.6;392;24.5;47.1;2.8;2.7
THU;2.02406E+11;10.7;359;24.5;47.9;3.4;3.4
THU;2.02406E+11;10.1;308;24.1;46;3.3;3.2
THU;2.02406E+11;9.6;272;23.7;44.9;3.8;3.7
THU;2.02406E+11;9.2;239;23.5;43.7;5.1;5.1
THU;2.02406E+11;8.8;186;23.2;42.3;5.3;5.2
THU;2.02406E+11;8.6;166;23.2;41;6.1;6.1
THU;2.02406E+11;8.3;133;22.8;41.2;5.4;5.3
THU;2.02406E+11;8.2;105;22.7;40.7;5.1;5.1
THU;2.02406E+11;8.1;57;22.2;41.5;4;4
THU;2.02406E+11;7.8;36;21.9;40.5;4.7;4.7
THU;2.02406E+11;7.5;20;22;38.5;4.7;4.7
THU;2.02406E+11;7.6;12;21.6;39.9;3.7;3.7
THU;2.02406E+11;7.7;6;21.1;41.8;3.7;3.7
THU;2.02406E+11;7.7;1;21.4;40.7;3.9;3.9
THU;2.02406E+11;7.6;0;21.6;39.9;3.7;3.7
THU;2.02406E+11;7.7;0;21.1;41.7;3.3;3.3
THU;2.02406E+11;7.9;0;20.5;44.3;3.5;3.5
THU;2.02406E+11;8;0;20.9;43.8;4.1;4.1
THU;2.02406E+11;8.1;0;20.8;44.6;3.4;3.4
THU;2.02406E+11;8.5;0;19.2;51.6;3.2;3.1
THU;2.02406E+11;8.9;0;18.1;57.7;2;1.8
THU;2.02406E+11;9.1;0;16.5;64.5;0.9;0.3
THU;2.02406E+11;9.1;0;16.6;64.5;0.8;0.4
THU;2.02406E+11;9.1;0;14.7;72.1;1.3;1.3
THU;2.02406E+11;9.3;0;14.8;73.2;0.9;0.9
THU;2.02406E+11;9.4;0;14.1;78;1.2;1.2
THU;2.02406E+11;9.7;0;14.1;79.4;0.7;0.2
THU;2.02406E+11;9.7;0;13.9;80.8;1;0.9
THU;2.02406E+11;9.8;0;13.8;82.6;0.8;0.6
THU;2.02406E+11;9.7;0;13.7;82.1;0.8;0.8
THU;2.02406E+11;9.8;0;13.1;86;1;0.9
THU;2.02406E+11;9.9;0;13;87.5;1.6;1.2
THU;2.02406E+11;9.8;0;13.4;84.8;0.8;0.6
THU;2.02406E+11;10.1;0;13.1;88.2;0.7;0.4
THU;2.02406E+11;10.1;0;13;89.5;0.8;0.6
THU;2.02406E+11;9.8;0;13.4;83.9;1;0.9
THU;2.02406E+11;9.7;0;11.7;93.1;0.7;0.7
THU;2.02406E+11;9.9;0;11.7;94.6;1.2;1.2
THU;2.02406E+11;9.8;0;11.4;96.1;1;0.9
THU;2.02406E+11;10.1;0;11.7;96.5;0.5;0.5
THU;2.02406E+11;10;0;11.6;96.7;0.5;0.5
THU;2.02406E+11;10.1;0;12.1;94.1;0.3;0.2
THU;2.02406E+11;9.9;0;11.8;94.1;0.5;0.5
THU;2.02406E+11;9.8;0;11.2;96.7;0.6;0.5
THU;2.02406E+11;10;0;11.2;98.2;0.5;0.4
THU;2.02406E+11;9.8;0;11.1;98;0.7;0.7
THU;2.02406E+11;10;0;11.3;98;0.6;0.5
THU;2.02406E+11;9.7;0;10.7;98.5;0.6;0.5
THU;2.02406E+11;9.6;0;10.5;99.2;0.9;0.9
THU;2.02406E+11;9.9;0;11;99.2;0.7;0.6
THU;2.02406E+11;9.7;0;10.7;99.1;0.9;0.8
THU;2.02406E+11;9.8;0;10.8;99.2;0.8;0.7
THU;2.02406E+11;9.6;0;10.5;99.1;0.5;0.2
THU;2.02406E+11;9.4;0;10.2;99.2;0.9;0.8
THU;2.02406E+11;9.6;0;10.4;99.2;0.4;0.4
THU;2.02406E+11;9.3;0;9.9;99.2;1.2;1.2
THU;2.02406E+11;9.4;0;10.1;99.2;0.2;0.2
THU;2.02406E+11;9.7;0;10.6;99.2;0.5;0.5
THU;2.02406E+11;9.6;0;10.4;99.2;0.5;0.5
THU;2.02406E+11;9.8;0;10.9;99.2;0.3;0.3
THU;2.02406E+11;9.6;0;10.4;99.2;0.4;0.4
THU;2.02406E+11;9.6;0;10.4;99.2;0.5;0.2
THU;2.02406E+11;9.5;0;10.3;99.2;0.5;0.3
THU;2.02406E+11;9.3;0;9.9;99.2;0.7;0.7
THU;2.02406E+11;9.3;3;9.9;99.2;0.5;0.4
THU;2.02406E+11;9.3;11;10;99.2;0.7;0.7
THU;2.02406E+11;9.6;25;10.4;99.2;0.6;0.5
THU;2.02406E+11;9.3;37;10;99.2;0.9;0.8
THU;2.02406E+11;9.3;43;9.9;99.2;1.2;1.1
THU;2.02406E+11;9.5;80;10.3;99.2;0.9;0.9
THU;2.02406E+11;10;111;11.1;99.2;0.6;0.3
THU;2.02406E+11;10.6;133;12.1;98.5;0.3;0.3
THU;2.02406E+11;10.9;164;12.8;97.2;0.3;0.3
THU;2.02406E+11;10.7;187;13.6;90.5;0.2;0.1
THU;2.02406E+11;10.4;219;14.2;85.3;0.3;0.3
THU;2.02406E+11;10.3;232;14.7;82;0.5;0.5
THU;2.02406E+11;10;274;14.9;78.5;0.8;0.8
THU;2.02406E+11;10.1;319;15.5;76.9;0.5;0.5
THU;2.02406E+11;10.1;361;15.9;74.8;0.7;0.5
THU;2.02406E+11;10.3;402;16.4;73.6;0.3;0.2
THU;2.02406E+11;10.2;437;17.2;69.7;0.5;0.5
THU;2.02406E+11;9.7;371;17.6;64.6;1.9;1.9
THU;2.02406E+11;10;475;17.9;65.3;2;2
THU;2.02406E+11;10.3;517;17.7;68.2;2.4;2.4
THU;2.02406E+11;10.6;509;17.8;69.6;0.3;0.3
THU;2.02406E+11;10.3;541;18;67.2;1.4;1.4
THU;2.02406E+11;10.2;583;18.5;64.2;1;0.9
THU;2.02406E+11;10.2;622;19.2;62;0.7;0.5
THU;2.02406E+11;10.3;603;19.1;62.7;1.4;1.3
THU;2.02406E+11;10.5;674;19.5;62.8;1.8;1.6
THU;2.02406E+11;10.7;710;19.6;63.3;1.8;1.7
THU;2.02406E+11;10.5;698;19.7;61.7;1.6;1.5
THU;2.02406E+11;10.2;734;19.9;59.3;1.2;1.1
THU;2.02406E+11;10.3;755;20.7;57.2;1;0.1
THU;2.02406E+11;10.3;768;21;56.3;0.8;0.4
THU;2.02406E+11;10.2;768;21.1;55.2;0.9;0.2
THU;2.02406E+11;10.4;842;21.4;55.5;0.6;0.2
THU;2.02406E+11;10.6;800;22;54.4;1.2;1
THU;2.02406E+11;10.7;868;22.4;53.8;1;0.7
THU;2.02406E+11;11.1;876;22.8;54.7;1.4;0.9
THU;2.02406E+11;11.3;907;23;55;1;1
THU;2.02406E+11;11.2;927;23.1;54.3;1.4;1.3
THU;2.02406E+11;11.3;933;23.7;53;1.1;0.7
THU;2.02406E+11;11.5;983;24.3;51.9;1.4;0.7
THU;2.02406E+11;10.9;989;24.6;48.4;1.6;1.3
THU;2.02406E+11;10.9;808;24.8;47.8;1.2;0.7
THU;2.02406E+11;10.8;963;24.9;47;1.2;0.9
THU;2.02406E+11;10.3;510;24.7;45.2;1.7;1.5
THU;2.02406E+11;10.1;428;24.5;45.3;1.2;0.7
THU;2.02406E+11;10.6;488;24.9;46.4;1.4;1.3
THU;2.02406E+11;10.4;569;25.1;44.8;2;1.6
THU;2.02406E+11;10.5;749;25.5;44.3;1.4;1.2
THU;2.02406E+11;10.4;967;25.6;43.5;2.6;2
THU;2.02406E+11;10.6;903;25.7;44.1;1.8;1.2
THU;2.02406E+11;10.7;991;26;44.1;2.5;2.2
THU;2.02406E+11;10.7;1037;26.4;42.9;2.5;2.4
THU;2.02406E+11;10.3;629;26.3;41.4;2.1;1.6
THU;2.02406E+11;10;352;25.6;42.2;2.4;2.3
THU;2.02406E+11;10.5;338;25.6;44.2;1.8;1.7
THU;2.02406E+11;10.7;291;25.6;44.8;1.1;1
THU;2.02406E+11;10.2;314;25.5;43.3;1;0.8
THU;2.02406E+11;10.9;298;25.6;45.6;1.4;1.3
THU;2.02406E+11;9.9;301;25.6;41.9;1.7;1.4
THU;2.02406E+11;10.5;232;25.4;44.7;2.8;2.8
THU;2.02406E+11;9.6;132;24.9;41.9;4.9;4.9
THU;2.02406E+11;9.6;151;24.5;43;5.7;5.7
THU;2.02406E+11;9;125;24.3;40.8;6.8;6.6
THU;2.02406E+11;8.6;93;24;39.5;6.7;6.7
THU;2.02406E+11;8.3;81;23.7;39;6.5;6.4
THU;2.02406E+11;8.3;70;23.6;39.3;5.5;5.5
THU;2.02406E+11;8.4;125;23.6;39.4;5.1;5
THU;2.02406E+11;8.5;101;23.7;39.6;4.3;4.1
THU;2.02406E+11;8.6;65;23.2;41.5;5;4.9
THU;2.02406E+11;8.4;43;23.1;40.7;8.1;7.9
THU;2.02406E+11;8.7;30;22.1;44.7;6.2;5.9
THU;2.02406E+11;9;29;21.7;47;3.4;3.4
THU;2.02406E+11;9.6;25;20.4;54.1;1.7;1.7
THU;2.02406E+11;10.1;31;19.9;59;2.3;1.7
THU;2.02406E+11;10.2;42;19.9;59.4;2.3;2
THU;2.02406E+11;9.6;32;20.6;53.4;2.9;1.5
THU;2.02406E+11;9.4;42;20.5;53.2;3;2.8
THU;2.02406E+11;9.4;38;20.5;53;3.7;3.4
THU;2.02406E+11;9.4;33;20.5;53;4.2;4.2
THU;2.02406E+11;9.1;41;21.4;48.6;3.4;2.9
THU;2.02406E+11;9.3;32;21;50.5;2.8;2.4
THU;2.02406E+11;9.5;15;20.5;53.4;3.4;2.8
THU;2.02406E+11;10.2;7;19.3;61.7;3.7;3.5
THU;2.02406E+11;10.5;3;18.8;65.5;2.9;2.7
THU;2.02406E+11;10.8;5;18.7;67.7;2.4;2.1
THU;2.02406E+11;11;3;18.3;70.6;4.1;4
THU;2.02406E+11;11;11;17.9;72.4;5.8;5.6
THU;2.02406E+11;10.9;15;17.9;71.9;6.8;6.7
THU;2.02406E+11;10.9;3;17.8;71.7;6.5;6.4
THU;2.02406E+11;11.4;0;17.2;77.9;5.2;5.2
THU;2.02406E+11;11.4;0;17;78.7;6.5;6.4
THU;2.02406E+11;11.7;0;16.7;82.3;4.4;4.4
THU;2.02406E+11;11.8;0;16.4;84.7;5;4.9
THU;2.02406E+11;11.8;0;16.4;84.7;5.1;5.1
THU;2.02406E+11;12;0;16.3;86.2;2.4;2.4
THU;2.02406E+11;11.7;0;16.5;83.5;0.6;0.6
THU;2.02406E+11;11.5;0;16.3;82.5;5.3;5.2
THU;2.02406E+11;11.5;0;16;84.4;3.9;3.6
THU;2.02406E+11;11.5;0;15.9;85.5;4.5;4.5
THU;2.02406E+11;11.5;0;15.9;85.4;3.2;3.2
THU;2.02406E+11;11.6;0;15.7;86.2;2.7;2.6
THU;2.02406E+11;11.6;0;15.7;86.7;2.9;2.9
THU;2.02406E+11;11.5;0;15.9;84.6;2.4;2.4
THU;2.02406E+11;11.5;0;15.8;85.1;3.3;3.3
THU;2.02406E+11;11.5;0;15.8;85.6;3;2.9
THU;2.02406E+11;11.3;0;15.6;85.5;2;1.9
THU;2.02406E+11;11.4;0;15.3;87.5;1.4;1.3
THU;2.02406E+11;11.5;0;15.3;87.9;1.5;1
THU;2.02406E+11;11.1;0;15.8;82.5;1.8;1.6
THU;2.02406E+11;11.2;0;15.5;84.9;1.9;1.9
THU;2.02406E+11;11.5;0;15.3;88.3;4.7;3.9
THU;2.02406E+11;11.4;0;14.9;89.3;1.2;0.7
THU;2.02406E+11;12;0;14.9;94.2;2.8;2.7
THU;2.02406E+11;11.8;0;15;92.4;2.4;2.2
THU;2.02406E+11;11.9;0;14.9;93.1;2;1.3
THU;2.02406E+11;11.7;0;15.2;90.4;2.1;1.9
THU;2.02406E+11;11.8;0;14.7;93.7;1.2;0.7
THU;2.02406E+11;11.9;0;14.9;93.4;0.7;0.5
THU;2.02406E+11;12.1;0;14.5;97.2;1.5;1.2
THU;2.02406E+11;12;0;14.6;95.5;2.1;1.9
THU;2.02406E+11;11.9;0;13.9;98.8;1.4;1.4
THU;2.02406E+11;11.9;0;14;99.2;1.4;1.3
THU;2.02406E+11;12.1;0;14.2;99.2;1.1;1.1
THU;2.02406E+11;12.2;0;14.4;99;0.3;0.3
THU;2.02406E+11;12.1;0;14.2;99.1;1.7;1.6
THU;2.02406E+11;11.9;0;14;99.2;2.1;2.1
THU;2.02406E+11;11.9;0;13.9;99.2;0.9;0.9
THU;2.02406E+11;11.9;0;14;99.2;0.3;0.2
THU;2.02406E+11;11.9;0;13.9;99.2;0.7;0.7
THU;2.02406E+11;11.8;0;13.8;99.2;1.2;1.1
THU;2.02406E+11;11.6;0;13.6;99.2;0.8;0.7
THU;2.02406E+11;11.6;0;13.5;99.2;0.2;0.2
THU;2.02406E+11;11.4;0;13.1;99.3;0.9;0.8
THU;2.02406E+11;11.3;0;13;99.3;0.7;0.6
THU;2.02406E+11;11.4;0;13.1;99.3;0.6;0.6
THU;2.02406E+11;11.1;0;12.8;99.3;0.5;0.5
THU;2.02406E+11;11.1;0;12.8;99.3;0.9;0.8
THU;2.02406E+11;10.7;0;12.2;99.3;1.4;1.4
THU;2.02406E+11;11;0;12.6;99.3;0.5;0.4
THU;2.02406E+11;11;0;12.6;99.3;0.4;0.3
THU;2.02406E+11;10.6;0;12.1;99.3;0.6;0.5
THU;2.02406E+11;10.6;0;12;99.3;0.5;0.4
THU;2.02406E+11;10.6;0;12;99.3;0.8;0.7
THU;2.02406E+11;10.6;0;12;99.3;0.7;0.5
THU;2.02406E+11;10.4;2;11.8;99.3;1.2;1.2
THU;2.02406E+11;10.6;12;12;99.3;0.8;0.6
THU;2.02406E+11;10.5;36;11.9;99.3;0.1;0.1
THU;2.02406E+11;10.7;44;12.2;99.3;0.5;0.5
THU;2.02406E+11;10.9;46;12.4;99.3;1;1
THU;2.02406E+11;10.9;46;12.5;99.3;0.5;0.3
THU;2.02406E+11;11.1;126;12.8;99.3;0.4;0.2
THU;2.02406E+11;11.7;134;13.6;99.3;0.3;0.3
THU;2.02406E+11;11.9;108;13.9;99.3;0.4;0.3
THU;2.02406E+11;12.1;202;14.1;99.3;0.7;0.7
THU;2.02406E+11;12.4;217;14.6;99.3;0.4;0.3
THU;2.02406E+11;12.5;159;14.7;99.2;1;0.9
THU;2.02406E+11;12.6;235;15;97.8;0.8;0.8
THU;2.02406E+11;12.3;125;15.1;95.7;0.6;0.5
THU;2.02406E+11;12.7;316;15.5;96.1;0.6;0.5
THU;2.02406E+11;12.6;317;15.9;93.2;0.4;0.3
THU;2.02406E+11;12.2;123;15.6;91.5;0.8;0.4
THU;2.02406E+11;12.4;164;15.8;92.1;0.4;0.2
THU;2.02406E+11;12.4;389;16.1;90.9;0.6;0.5
THU;2.02406E+11;12.3;361;16.4;88.3;0.6;0.5
THU;2.02406E+11;12.6;362;17;87.2;0.6;0.5
THU;2.02406E+11;12.6;462;17;87.1;0.7;0.3
THU;2.02406E+11;12.6;409;17.5;84.5;0.4;0.1
THU;2.02406E+11;12.5;176;17.5;83.8;0.4;0.4
THU;2.02406E+11;12.7;522;18;82.9;1;0.9
THU;2.02406E+11;12.4;642;18.4;78.9;0.7;0.4
THU;2.02406E+11;11.9;354;18.5;75.3;0.8;0.7
THU;2.02406E+11;12.2;390;18.7;76.2;0.7;0.6
THU;2.02406E+11;12.2;602;19;74.9;0.5;0.5
THU;2.02406E+11;11.9;410;19.4;71.2;0.5;0.5
THU;2.02406E+11;12.1;583;19.7;71;1;1
THU;2.02406E+11;12.3;749;20.1;70.7;1.1;0.7
THU;2.02406E+11;11.9;751;20.4;67.4;0.9;0.8
THU;2.02406E+11;11.9;695;20.6;66.9;0.9;0.7
THU;2.02406E+11;12.2;711;20.9;67;0.5;0.5
THU;2.02406E+11;12.5;826;21.5;66.2;1;0.7
THU;2.02406E+11;12;847;21.4;63.8;1.5;1.1
THU;2.02406E+11;12.1;814;21.6;63.8;1.3;1.2
THU;2.02406E+11;12.3;685;21.8;64.2;1.2;1.1
THU;2.02406E+11;12.3;805;22.1;63;1.1;1
THU;2.02406E+11;12.2;813;22.2;62;1;0.6
THU;2.02406E+11;12.2;808;22.6;60.5;1;0.5
THU;2.02406E+11;12.3;879;22.7;61;1.6;1.5
THU;2.02406E+11;12.1;686;22.7;59.9;1.3;1.2
THU;2.02406E+11;12.5;903;23.6;58.8;0.9;0.7
THU;2.02406E+11;11.5;617;23.4;55;1.4;0.6
THU;2.02406E+11;11.8;546;23.6;55.6;2.4;1.9
THU;2.02406E+11;12.2;769;24;55.9;1.6;1.2
THU;2.02406E+11;11.7;575;23.7;54.6;1.5;1.2
THU;2.02406E+11;11.9;816;24;54.6;1.7;1.6
THU;2.02406E+11;12;640;24.2;54.5;1.1;0.9
THU;2.02406E+11;11.8;903;24.3;53.3;1.4;1.3
THU;2.02406E+11;11.8;882;24.5;52.8;1.5;1.4
THU;2.02406E+11;11.9;810;24.6;53;1;0.8
THU;2.02406E+11;11.8;607;24.5;52.6;1.3;1.1
THU;2.02406E+11;12.1;890;25;52.4;1.8;1.5
THU;2.02406E+11;12.1;916;25.1;52.1;1.3;0.9
THU;2.02406E+11;11.8;709;25.1;51.3;1.5;1.4
THU;2.02406E+11;11.7;424;24.9;51.3;1.9;1.1
THU;2.02406E+11;11.9;352;24.8;52.1;2.9;2.6
THU;2.02406E+11;12;213;24.5;53.7;0.6;0.6
THU;2.02406E+11;11.8;297;24.4;52.9;3.1;3
THU;2.02406E+11;12.1;702;24.9;52.9;4.1;3.7
THU;2.02406E+11;12.1;561;25.2;51.8;4.1;4
THU;2.02406E+11;12;730;25.8;49.7;4;3.9
THU;2.02406E+11;11.3;194;24.9;49.4;4.5;4.5
THU;2.02406E+11;11.6;378;24.7;51.2;4.2;4.1
THU;2.02406E+11;11.9;526;25;51.8;3.2;3.2
THU;2.02406E+11;12;565;25.4;51.2;3.7;3.6
THU;2.02406E+11;12.1;404;25.2;51.7;2.9;2.8
THU;2.02406E+11;12;544;25.4;50.8;3.3;3.2
THU;2.02406E+11;11.8;438;25.1;51;3.5;3.4
THU;2.02406E+11;11.7;346;24.8;51.4;4;3.9
THU;2.02406E+11;11.9;198;24.4;53.8;3.3;3.2
THU;2.02406E+11;12.1;217;24.3;54.7;2.9;2.8
THU;2.02406E+11;12.3;292;24.5;55;2.4;2.3
THU;2.02406E+11;12.5;271;24.5;56.1;2.2;2.1
THU;2.02406E+11;12.1;265;24.3;54.6;2.9;2.8
THU;2.02406E+11;12;251;24.2;54.5;3.1;3
THU;2.02406E+11;12.1;192;24;55.8;2.3;2.3
THU;2.02406E+11;12.4;155;23.7;58.1;1.7;1.5
THU;2.02406E+11;12.4;112;23.6;58.5;1.6;1.5
THU;2.02406E+11;13;75;23.3;62.2;0.9;0.9
THU;2.02406E+11;13.6;44;23;66.4;1;0.9
THU;2.02406E+11;13.7;24;22.5;68.5;1;0.8
THU;2.02406E+11;13.5;11;21.9;69.9;2.1;2.1
THU;2.02406E+11;13.2;4;21.8;69;1.3;1.2
THU;2.02406E+11;13.8;6;21.5;73.2;0.6;0.4
THU;2.02406E+11;14.5;23;20.9;79.8;0.6;0.3
THU;2.02406E+11;15;24;20.3;85.4;1.1;0.4
THU;2.02406E+11;14;18;20.3;79.5;0.1;0.1
THU;2.02406E+11;13.5;11;19.9;78.3;0.1;0.1
THU;2.02406E+11;13.5;4;19.7;79.2;0.2;0.1
THU;2.02406E+11;13.5;0;19.5;80.2;0.9;0.8
THU;2.02406E+11;14.7;0;18.5;92.8;0.7;0.7
THU;2.02406E+11;14.5;0;18.9;89.3;0.4;0.1
THU;2.02406E+11;14.6;0;19;89.8;2;1.9
THU;2.02406E+11;14.7;0;18.6;92.5;2.2;2.1
THU;2.02406E+11;14.8;0;17.8;97.7;2.2;1.9
THU;2.02406E+11;14.6;0;17.6;97.6;1.8;1.6
THU;2.02406E+11;14.6;0;17.3;99.3;1.9;1.5
THU;2.02406E+11;14.6;0;17.2;99.3;0.8;0.4
THU;2.02406E+11;14.6;0;17.3;99.3;1.2;1
THU;2.02406E+11;14.6;0;17.2;99.3;1.2;1.1
THU;2.02406E+11;14.6;0;17.2;99.3;1.3;1.2
THU;2.02406E+11;14.5;0;17.1;99.3;1.4;1.1
THU;2.02406E+11;14.6;0;17.2;99.3;1;0.8
THU;2.02406E+11;14.3;0;16.9;99.3;1.2;1.1
THU;2.02406E+11;13.9;0;16.5;99.3;1.6;1.6
THU;2.02406E+11;13.8;0;16.4;99.3;1.2;1.2
THU;2.02406E+11;13.8;0;16.4;99.3;0.7;0.7
THU;2.02406E+11;13.9;0;16.5;99.4;0.3;0.3
THU;2.02406E+11;14.1;0;16.6;99.4;0.4;0.4
THU;2.02406E+11;14.1;0;16.7;99.4;0.3;0.3
THU;2.02406E+11;14.2;0;16.8;99.4;0.4;0.4
THU;2.02406E+11;14.2;0;16.8;99.4;0.8;0.7
THU;2.02406E+11;14;0;16.6;99.3;1;0.9
THU;2.02406E+11;14.1;0;16.7;99.3;1.3;1.1
THU;2.02406E+11;14;0;16.6;99.3;0.9;0.8
THU;2.02406E+11;13.8;0;16.3;99.3;1.2;1.1
THU;2.02406E+11;13.8;0;16.4;99.3;2.1;2
THU;2.02406E+11;13.8;0;16.4;99.3;1.5;1.4
THU;2.02406E+11;13.7;0;16.2;99.3;0.3;0.3
THU;2.02406E+11;13.6;0;16.1;99.3;0.1;0.1
THU;2.02406E+11;13.3;0;15.8;99.3;0.3;0.3
THU;2.02406E+11;12.8;0;15.2;99.3;0.8;0.8
THU;2.02406E+11;12.7;0;15;99.3;0.8;0.8
