stn;time;uto200s0;gre000z0;tre200s0;ure200s0;fkl010z0;fve010z0
THU;2.02405E+11;8.6;565;15;67.7;0.5;0.4
THU;2.02405E+11;8.8;592;15.5;66.4;0.9;0.7
THU;2.02405E+11;8.6;597;15.6;64.2;0.7;0.3
THU;2.02405E+11;8.5;616;15.8;63;0.8;0.7
THU;2.02405E+11;8.7;647;16.2;63.2;0.7;0.6
THU;2.02405E+11;8.7;673;16.8;61.1;0.8;0.5
THU;2.02405E+11;8.5;686;17;58.8;0.7;0.6
THU;2.02405E+11;8.5;721;17.4;57.3;0.3;0.1
THU;2.02405E+11;8.6;737;17.9;56.3;0.4;0.3
THU;2.02405E+11;8.7;780;18.3;55.8;0.5;0.1
THU;2.02405E+11;9;791;18.8;55.8;1.1;0.8
THU;2.02405E+11;8.5;814;19;52.1;1.1;0.9
THU;2.02405E+11;8.7;829;19.6;51.6;1.1;0.9
THU;2.02405E+11;8.3;846;20;47.8;0.9;0.6
THU;2.02405E+11;8.3;870;20.2;47.9;1.5;1.5
THU;2.02405E+11;8.7;878;20.4;49.3;1.4;1.3
THU;2.02405E+11;8.8;885;20.6;49.2;2.3;2.2
THU;2.02405E+11;9.2;871;21.1;50.1;2.1;1.9
THU;2.02405E+11;7.9;892;21.1;42.6;2.3;2.1
THU;2.02405E+11;7.9;910;21.7;41.4;1.8;1.8
THU;2.02405E+11;8.2;920;22.1;42;2;1.7
THU;2.02405E+11;8.2;932;22.3;41.7;2;1.9
THU;2.02405E+11;8.6;929;22.5;43.4;2.5;2.3
THU;2.02405E+11;8.9;930;22.6;44.2;2.3;2.2
THU;2.02405E+11;9;915;22.7;44.5;1.7;1.5
THU;2.02405E+11;9.2;931;23;45;1.9;1.6
THU;2.02405E+11;9.2;937;22.9;45.2;2.8;2.7
THU;2.02405E+11;9.4;898;23.1;45.7;3.4;3.3
THU;2.02405E+11;9.8;898;23.1;47.5;3.4;3.2
THU;2.02405E+11;9.4;903;23.2;45.4;2.9;2.8
THU;2.02405E+11;10;912;23.8;46.5;3;2.8
THU;2.02405E+11;9.3;925;23.5;43.9;3.8;3.7
THU;2.02405E+11;9.5;943;23.4;45.3;4.1;4.1
THU;2.02405E+11;9.5;965;23.9;43.9;3.8;3.8
THU;2.02405E+11;9.5;711;23.7;44.4;4.6;4.6
THU;2.02405E+11;9.2;447;23.2;44.3;3.5;3.4
THU;2.02405E+11;8.9;562;23;43.5;2.9;2.6
THU;2.02405E+11;8.5;545;22.6;42.4;2.4;1.8
THU;2.02405E+11;8.6;219;22.3;43.4;1.5;1.4
THU;2.02405E+11;8.5;123;21.4;45.4;2.1;2.1
THU;2.02405E+11;8.8;181;20.6;49.1;2.6;2.5
THU;2.02405E+11;9.4;335;20.7;52.2;2.3;2.2
THU;2.02405E+11;9.1;473;21.2;48.8;3.3;3.2
THU;2.02405E+11;9.1;423;21.1;49;2.7;2.5
THU;2.02405E+11;9.3;466;21.3;49.6;3.1;2.8
THU;2.02405E+11;9.2;477;21.2;49.8;4.8;4.8
THU;2.02405E+11;9.3;427;21.2;50;3.5;3.5
THU;2.02405E+11;8.9;351;20.9;49.1;3.9;3.8
THU;2.02405E+11;9.2;319;20.8;51.1;3.1;3.1
THU;2.02405E+11;8.9;316;20.4;50.5;4.7;4.7
THU;2.02405E+11;8.8;227;20.2;50.3;3.6;3.6
THU;2.02405E+11;8.6;189;20.1;49.9;3.8;3.8
THU;2.02405E+11;8.9;167;20;51.6;2.8;2.7
THU;2.02405E+11;9.2;163;19.9;53.6;3.4;3.3
THU;2.02405E+11;9.8;148;19.6;58.4;3.1;3
THU;2.02405E+11;9.7;138;19.4;58.2;3.1;3
THU;2.02405E+11;10.2;144;19.1;62.6;3.3;3.2
THU;2.02405E+11;10.2;170;19.1;62.5;3.3;3.2
THU;2.02405E+11;9.9;143;19;60.6;3;3
THU;2.02405E+11;9.6;115;18.8;59.5;3.3;3.2
THU;2.02405E+11;9.4;102;18.6;59;3.4;3.4
THU;2.02405E+11;9.4;68;18.4;60;2.6;2.6
THU;2.02405E+11;9.4;50;18.3;60.5;2.2;2.1
THU;2.02405E+11;9.7;38;18;62.9;1.9;1.8
THU;2.02405E+11;9.6;27;17.9;63.1;2.2;2.2
THU;2.02405E+11;9.7;16;17.8;63.6;1;1
THU;2.02405E+11;9.6;11;17.6;64.3;1.9;1.9
THU;2.02405E+11;9.5;6;17.6;63.8;2.2;2.2
THU;2.02405E+11;9.5;2;17.4;64.5;2;2
THU;2.02405E+11;9.5;0;17.3;64.7;2.2;2.2
THU;2.02405E+11;9.5;0;17.1;65;2.5;2.5
THU;2.02405E+11;9.5;0;16.8;66.6;2.4;2.4
THU;2.02405E+11;9.7;0;16.5;69.3;2.5;2.5
THU;2.02405E+11;9.9;0;16.3;71.3;2.4;2.4
THU;2.02405E+11;10;0;16.1;73.2;2.2;2.2
THU;2.02405E+11;10;0;16;73.6;2.5;2.5
THU;2.02405E+11;10.1;0;15.7;76;2.4;2.3
THU;2.02405E+11;10.3;0;15.5;78;2.7;2.7
THU;2.02405E+11;10.4;0;15.5;78.7;2.6;2.5
THU;2.02405E+11;10.4;0;15.2;80.5;2.5;2.4
THU;2.02405E+11;10.5;0;15.1;81.6;2.4;2.3
THU;2.02405E+11;10.6;0;15;82.8;2.6;2.6
THU;2.02405E+11;11;0;14.6;87.6;1.8;1.8
THU;2.02405E+11;11.2;0;14.3;91.7;1.9;1.9
THU;2.02405E+11;11.4;0;14.2;93.6;2.1;2
THU;2.02405E+11;11.5;0;14;95.4;1.9;1.8
THU;2.02405E+11;11.6;0;13.8;97.1;2;2
THU;2.02405E+11;11.6;0;13.8;97.6;2.3;2.2
THU;2.02405E+11;11.8;0;13.9;98;2;2
THU;2.02405E+11;11.7;0;13.8;98.4;2.2;2.2
THU;2.02405E+11;11.6;0;13.8;97.8;2.5;2.4
THU;2.02405E+11;11.6;0;13.8;97.3;2.6;2.5
THU;2.02405E+11;11.6;0;13.8;96.8;2.3;2.3
THU;2.02405E+11;11.2;0;13.8;94.1;3.1;3
THU;2.02405E+11;11.2;0;13.7;94.4;2.6;2.6
THU;2.02405E+11;11.2;0;13.6;95.1;1.8;1.7
THU;2.02405E+11;11.2;0;13.5;95.4;1.9;1.9
THU;2.02405E+11;11.3;0;13.4;97.9;1.6;1.6
THU;2.02405E+11;11.5;0;13.4;99.1;1.3;1.2
THU;2.02405E+11;11.5;0;13.4;99.2;1.1;1
THU;2.02405E+11;11.5;0;13.4;99.2;1;0.9
THU;2.02405E+11;11.5;0;13.4;99.2;1.4;1.4
THU;2.02405E+11;11.4;0;13.3;99.2;1.6;1.6
THU;2.02405E+11;11.4;0;13.2;99.2;1.5;1.5
THU;2.02405E+11;11.3;0;13.1;99.2;1.4;1.4
THU;2.02405E+11;11.3;0;13.1;99.2;1.7;1.7
THU;2.02405E+11;11.3;0;13;99.3;1.5;1.5
THU;2.02405E+11;11.2;0;12.9;99.3;1.1;1
THU;2.02405E+11;11.1;0;12.8;99.3;1.5;1.4
THU;2.02405E+11;11;0;12.6;99.3;2.7;2.7
THU;2.02405E+11;10.8;0;12.3;99.3;2.8;2.8
THU;2.02405E+11;10.7;0;12.2;99.3;2.7;2.7
THU;2.02405E+11;10.8;0;12.3;99.3;1.7;1.7
THU;2.02405E+11;10.7;0;12.2;99.3;1.8;1.8
THU;2.02405E+11;10.7;0;12.2;99.3;2.1;2.1
THU;2.02405E+11;10.7;0;12.2;99.3;2.6;2.6
THU;2.02405E+11;10.7;0;12.2;99.3;2.1;2.1
THU;2.02405E+11;10.9;0;12.4;99.3;2.6;2.6
THU;2.02405E+11;10.7;0;12.2;99.3;2.1;2.1
THU;2.02405E+11;10.7;0;12.2;99.3;1.5;1.5
THU;2.02405E+11;10.7;0;12.2;99.3;0.9;0.9
THU;2.02405E+11;10.6;0;12.1;99.3;1.6;1.6
THU;2.02405E+11;10.5;0;11.9;99.3;2.7;2.7
THU;2.02405E+11;10.3;0;11.6;99.3;3;3
THU;2.02405E+11;10.3;0;11.6;99.3;2.6;2.6
THU;2.02405E+11;10.3;0;11.6;99.3;1.4;1.3
THU;2.02405E+11;10.2;0;11.4;99.3;1.2;1.1
THU;2.02405E+11;10.2;0;11.4;99.3;1.3;1.2
THU;2.02405E+11;10.2;7;11.4;99.3;1.6;1.6
THU;2.02405E+11;10.3;12;11.5;99.3;1.2;1.2
THU;2.02405E+11;10.3;14;11.5;99.3;1.4;1.4
THU;2.02405E+11;10.3;16;11.6;99.3;1.4;1.4
THU;2.02405E+11;10.3;21;11.6;99.3;1.3;1.3
THU;2.02405E+11;10.3;19;11.6;99.3;1.8;1.7
THU;2.02405E+11;10.3;25;11.7;99.3;1.8;1.8
THU;2.02405E+11;10.4;29;11.8;99.3;1;1
THU;2.02405E+11;10.4;35;11.8;99.3;0.8;0.8
THU;2.02405E+11;10.4;33;11.8;99.3;0.8;0.8
THU;2.02405E+11;10.4;31;11.8;99.3;0.6;0.6
THU;2.02405E+11;10.4;33;11.8;99.3;0.7;0.7
THU;2.02405E+11;10.3;57;11.7;99.3;1.2;1.2
THU;2.02405E+11;10.3;88;11.6;99.3;1.1;1.1
THU;2.02405E+11;10.4;90;11.8;99.3;0.8;0.8
THU;2.02405E+11;10.6;127;12;99.3;0.8;0.7
THU;2.02405E+11;10.7;181;12.2;99.3;1;1
THU;2.02405E+11;10.9;165;12.4;99.3;0.9;0.9
THU;2.02405E+11;10.9;174;12.4;99.2;1.1;1
THU;2.02405E+11;10.9;204;12.5;99.2;0.9;0.9
THU;2.02405E+11;11.2;292;12.9;99.2;0.9;0.8
THU;2.02405E+11;11.3;360;13.2;98.5;0.5;0.4
THU;2.02405E+11;11.2;352;13.3;96.7;0.8;0.8
THU;2.02405E+11;10.7;342;13.3;92.5;0.7;0.5
THU;2.02405E+11;10.9;346;13.6;92.5;0.9;0.7
THU;2.02405E+11;10.6;260;13.5;90.5;0.6;0.2
THU;2.02405E+11;10.4;233;13.6;88.4;0.7;0.7
THU;2.02405E+11;10.3;232;13.7;87.1;0.6;0.6
THU;2.02405E+11;10.3;233;13.9;85.9;0.4;0.4
THU;2.02405E+11;10.3;241;14.1;84.9;0.3;0.1
THU;2.02405E+11;10.1;241;14.2;82.6;0.5;0.3
THU;2.02405E+11;10;346;14.4;81.4;0.6;0.5
THU;2.02405E+11;10.1;225;14.4;81.7;0.4;0.2
THU;2.02405E+11;10.1;251;14.4;81.5;0.8;0.7
THU;2.02405E+11;10.3;238;14.6;82.2;0.5;0.4
THU;2.02405E+11;10.2;299;14.8;80.4;0.8;0.6
THU;2.02405E+11;10.1;391;15.1;78.2;0.7;0.6
THU;2.02405E+11;9.9;376;15.1;77.1;1;1
THU;2.02405E+11;9.8;325;15.3;75;0.8;0.6
THU;2.02405E+11;9.8;334;15.4;74.4;0.5;0.5
THU;2.02405E+11;9.8;248;15.4;74.2;0.6;0.1
THU;2.02405E+11;9.6;236;15.3;73.4;0.7;0.6
THU;2.02405E+11;9.6;269;15.4;73;0.7;0.5
THU;2.02405E+11;9.7;404;15.8;71.9;0.9;0.8
THU;2.02405E+11;9.5;316;15.6;71;1.3;1.2
THU;2.02405E+11;9.7;463;16;71.5;0.9;0.8
THU;2.02405E+11;9.9;1005;16.8;69.8;1.9;1.8
THU;2.02405E+11;10.1;673;16.9;70;2.6;2.5
THU;2.02405E+11;9.9;713;16.6;70;2.3;2.3
THU;2.02405E+11;9.6;484;16.7;68.1;1.6;1.5
THU;2.02405E+11;9.6;254;16.3;69.1;1.9;1.6
THU;2.02405E+11;10;250;16.2;72.3;1.4;1.1
THU;2.02405E+11;10.2;424;16.6;72.4;1.6;1.6
THU;2.02405E+11;9.8;646;16.7;69;1.8;1.7
THU;2.02405E+11;9.9;595;16.9;69.2;2.1;1.9
THU;2.02405E+11;9.9;700;17.1;68.2;1.9;1.8
THU;2.02405E+11;9.8;849;17.3;66.6;1.9;1.8
THU;2.02405E+11;10.2;875;17.8;67.2;2.4;2.2
THU;2.02405E+11;10.1;465;17.5;67.8;2.9;2.9
THU;2.02405E+11;9.9;297;17.1;67.5;2.4;2.3
THU;2.02405E+11;10.1;540;17.6;67.7;1.9;1.9
THU;2.02405E+11;10.3;624;18;66.8;2.2;2.2
THU;2.02405E+11;10.1;587;18.1;65.3;2.3;2.2
THU;2.02405E+11;10.1;507;17.9;66.1;2.5;2.4
THU;2.02405E+11;10;298;17.5;67;3;3
THU;2.02405E+11;10.1;186;17.3;69;3.1;3
THU;2.02405E+11;10.2;135;17.2;69.6;3.3;3.2
THU;2.02405E+11;9.2;86;15.8;68.6;6.2;6.1
THU;2.02405E+11;8.8;128;14.9;69.1;7.7;7.7
THU;2.02405E+11;8.7;167;14.3;70.9;7.4;7.3
THU;2.02405E+11;8.7;75;14.1;71.7;6.2;6.2
THU;2.02405E+11;8.5;59;13.6;71.8;4.9;4.8
THU;2.02405E+11;8.7;90;13;76.6;6.5;6.4
THU;2.02405E+11;8.9;66;13.2;77.1;6.1;6
THU;2.02405E+11;8.8;31;13.1;77.3;6.2;5.9
THU;2.02405E+11;9.1;22;12.6;82.2;4.1;4
THU;2.02405E+11;8.7;18;13.1;76.5;4.9;4.8
THU;2.02405E+11;9;8;12.5;82.4;3;2.2
THU;2.02405E+11;9.4;4;12;88.4;2;1.8
THU;2.02405E+11;9.6;3;11.8;91.2;1.3;0.4
THU;2.02405E+11;10;1;11.6;96.3;1.3;1.3
THU;2.02405E+11;10.2;0;11.4;99.2;1.6;1.6
THU;2.02405E+11;10.1;0;11.3;99.3;1.1;0.8
THU;2.02405E+11;10.3;0;11.6;99.3;0.8;0.4
THU;2.02405E+11;10.2;0;11.4;99.3;1.4;1.4
THU;2.02405E+11;10.1;0;11.3;99.3;0.7;0.7
THU;2.02405E+11;10.3;0;11.6;99.2;0.3;0.2
THU;2.02405E+11;10.3;0;11.5;99.2;1.2;1.2
THU;2.02405E+11;10.1;0;11.3;99.2;1.3;1.1
THU;2.02405E+11;10.1;0;11.2;99.2;2.3;1.8
THU;2.02405E+11;10.1;0;11.3;99.2;1.2;1.2
THU;2.02405E+11;10.1;0;11.3;99.2;1.5;1.5
THU;2.02405E+11;10.1;0;11.3;99.2;0.8;0.7
THU;2.02405E+11;10.1;0;11.3;99.2;0.5;0.4
THU;2.02405E+11;10.1;0;11.4;98.7;0.5;0.5
THU;2.02405E+11;10.1;0;11.2;99.2;0.2;0.2
THU;2.02405E+11;9.9;0;11;99.2;0.8;0.5
THU;2.02405E+11;9.9;0;11;99.3;0.9;0.8
THU;2.02405E+11;9.8;0;10.8;99.3;0.7;0.6
THU;2.02405E+11;9.8;0;10.8;99.3;0.3;0.2
THU;2.02405E+11;9.6;0;10.5;99.3;0.7;0.7
THU;2.02405E+11;9.5;0;10.2;99.3;0.8;0.7
THU;2.02405E+11;9.3;0;10;99.3;1.1;1.1
THU;2.02405E+11;9.5;0;10.2;99.3;1.5;1.5
THU;2.02405E+11;9.6;0;10.4;99.3;0.8;0.8
THU;2.02405E+11;9.6;0;10.4;99.3;0.5;0.4
THU;2.02405E+11;9.5;0;10.3;99.3;0.5;0.5
THU;2.02405E+11;9.5;0;10.2;99.3;0.4;0.3
THU;2.02405E+11;9.5;0;10.2;99.3;0.1;0.1
THU;2.02405E+11;9.6;0;10.4;99.3;0.8;0.7
THU;2.02405E+11;9.5;0;10.3;99.3;0.6;0.6
THU;2.02405E+11;9.5;0;10.3;99.3;0.4;0.4
THU;2.02405E+11;9.4;0;10.1;99.3;0.8;0.8
THU;2.02405E+11;9.4;0;10.1;99.3;0.4;0.4
THU;2.02405E+11;9.4;0;10.1;99.3;0.8;0.8
THU;2.02405E+11;9;0;9.5;99.3;1;0.9
THU;2.02405E+11;9;0;9.4;99.3;1.3;1.3
THU;2.02405E+11;9;0;9.5;99.3;0.2;0.2
THU;2.02405E+11;9;0;9.4;99.3;0.4;0.4
THU;2.02405E+11;9;0;9.4;99.3;0.5;0.5
THU;2.02405E+11;9.1;0;9.6;99.3;0.4;0.4
THU;2.02405E+11;9.1;0;9.6;99.3;0.7;0.7
THU;2.02405E+11;9.2;0;9.8;99.3;0.6;0.6
THU;2.02405E+11;9.3;0;10;99.3;0.6;0.6
THU;2.02405E+11;9.4;0;10.1;99.3;0.4;0.4
THU;2.02405E+11;9.4;0;10.1;99.3;0.4;0.4
THU;2.02405E+11;9.4;0;10.1;99.3;0.3;0.2
THU;2.02405E+11;9.3;0;10;99.3;0.4;0.4
THU;2.02405E+11;9.2;0;9.8;99.3;1.1;1
THU;2.02405E+11;9.3;0;9.9;99.3;0.7;0.7
THU;2.02405E+11;9.3;0;10;99.3;1.1;1.1
THU;2.02405E+11;9.5;0;10.2;99.3;1;1
THU;2.02405E+11;9.4;0;10.1;99.3;0.5;0.4
THU;2.02405E+11;9.5;0;10.2;99.3;0.5;0.3
THU;2.02405E+11;9.5;0;10.2;99.3;0.3;0.1
THU;2.02405E+11;9.5;0;10.2;99.3;0.5;0.5
THU;2.02405E+11;9.3;0;10;99.3;0.2;0.2
THU;2.02405E+11;9.3;0;9.9;99.3;0.3;0.3
THU;2.02405E+11;9.2;0;9.8;99.3;0.6;0.6
THU;2.02405E+11;9.2;0;9.8;99.3;0.3;0.3
THU;2.02405E+11;9.2;1;9.8;99.3;0.4;0.4
THU;2.02405E+11;9.1;5;9.7;99.3;0.3;0.3
THU;2.02405E+11;9.1;14;9.7;99.3;0.4;0.4
THU;2.02405E+11;9;25;9.5;99.3;0.3;0.2
THU;2.02405E+11;9;44;9.5;99.3;0.3;0.3
THU;2.02405E+11;9.1;61;9.7;99.3;0.1;0.1
THU;2.02405E+11;9.4;80;10.1;99.3;0.3;0.3
THU;2.02405E+11;9.5;73;10.2;99.3;0.8;0.8
THU;2.02405E+11;9.5;98;10.3;99.3;0.7;0.7
THU;2.02405E+11;9.6;116;10.5;99.3;0.7;0.7
THU;2.02405E+11;9.6;93;10.5;99.3;0.7;0.7
THU;2.02405E+11;9.8;262;10.8;99.3;0.7;0.7
THU;2.02405E+11;10;213;11.1;99.3;1.1;1.1
THU;2.02405E+11;10;189;11.1;99.3;1;1
THU;2.02405E+11;10.1;215;11.2;99.2;1.2;1.2
THU;2.02405E+11;10.3;247;11.5;99.2;1.3;1.3
THU;2.02405E+11;10.4;364;11.9;98.5;1.2;1.1
THU;2.02405E+11;10.3;388;12.1;96.7;1.1;1
THU;2.02405E+11;10;265;12;93.7;1.2;1.1
THU;2.02405E+11;9.9;264;12.2;92.2;1.2;1.2
THU;2.02405E+11;9.8;205;12.2;90.7;1.9;1.9
THU;2.02405E+11;9.6;228;12.4;87.9;1.6;1.5
THU;2.02405E+11;9.4;257;12.6;85.2;1.7;1.7
THU;2.02405E+11;9.3;258;12.6;83.8;1.7;1.6
THU;2.02405E+11;9.3;350;12.9;82.5;1.8;1.8
THU;2.02405E+11;9.4;309;13.1;82.4;1.6;1.5
THU;2.02405E+11;9.2;270;13;81.6;1.5;1.3
THU;2.02405E+11;9.1;256;13;80;1.7;1.5
THU;2.02405E+11;9.5;243;13.3;81.8;1.5;1.4
THU;2.02405E+11;9.3;236;13.2;81.4;1.7;1.6
THU;2.02405E+11;9.2;314;13.4;79.2;1.5;1.5
THU;2.02405E+11;9.4;572;13.8;78.9;1.7;1.6
THU;2.02405E+11;9.4;585;14;78.1;1.8;1.8
THU;2.02405E+11;9.1;443;14.1;74.5;2.2;2
THU;2.02405E+11;9;345;14.2;73.8;1.4;1.3
THU;2.02405E+11;8.8;362;14.3;71.7;1.2;1.2
THU;2.02405E+11;8.9;463;14.4;71.9;1.2;1.1
THU;2.02405E+11;9.2;285;14.5;73.8;1.1;0.9
THU;2.02405E+11;8.8;314;14.5;71.1;1.7;1.7
THU;2.02405E+11;8.5;372;14.5;68.6;1.7;1.6
THU;2.02405E+11;8.7;262;14.4;69.9;1.6;1.5
THU;2.02405E+11;8.8;262;14.5;70.7;1.5;1.3
THU;2.02405E+11;8.5;163;14.3;69.6;1.8;1.7
THU;2.02405E+11;8.8;117;14.1;71.9;1.7;1.7
THU;2.02405E+11;9.2;76;14;76.2;1.8;1.8
THU;2.02405E+11;9.1;62;13.8;77;1.9;1.9
THU;2.02405E+11;9.2;87;13.5;79;2.5;2.5
THU;2.02405E+11;9.3;116;12.6;84.3;4.3;4.2
THU;2.02405E+11;9.5;80;11.9;90.1;3.4;3.4
THU;2.02405E+11;9.7;47;11.7;92.4;1.3;0.8
THU;2.02405E+11;10;64;11.4;97.6;1.7;1.6
THU;2.02405E+11;9.9;94;11;99.2;1.6;1.6
THU;2.02405E+11;9.8;124;10.9;99.2;1.9;1.8
THU;2.02405E+11;9.8;132;10.7;99.2;2.2;2.2
THU;2.02405E+11;9.6;108;10.6;98.7;2;1.9
THU;2.02405E+11;9.5;105;10.6;97.9;1.8;1.7
THU;2.02405E+11;9.5;113;10.6;98;1.3;1.3
THU;2.02405E+11;9.6;123;10.8;97.5;0.9;0.8
THU;2.02405E+11;9.6;123;10.9;96.5;0.7;0.7
THU;2.02405E+11;9.2;162;10.9;92.9;1.2;1.1
THU;2.02405E+11;9.4;160;11;93.4;0.8;0.7
THU;2.02405E+11;9.2;121;11;92.1;1.1;1.1
THU;2.02405E+11;9.2;82;10.9;92.2;1.2;1.2
THU;2.02405E+11;9.2;68;10.8;93.1;1.1;1
THU;2.02405E+11;9.5;76;10.9;94.8;0.9;0.8
THU;2.02405E+11;9.5;80;10.9;95.6;0.8;0.7
THU;2.02405E+11;9.5;73;10.9;95.4;0.9;0.8
THU;2.02405E+11;9.7;59;10.9;97.6;1.4;1.4
THU;2.02405E+11;9.6;52;10.8;97.5;1.2;1.2
THU;2.02405E+11;9.5;45;10.7;97.2;1.2;1.1
THU;2.02405E+11;9.5;45;10.6;97.3;0.9;0.9
THU;2.02405E+11;9.5;49;10.6;97.6;0.5;0.5
THU;2.02405E+11;9.3;47;10.6;95.8;0.4;0.4
THU;2.02405E+11;9.5;42;10.5;97.7;0.3;0.3
THU;2.02405E+11;9.3;46;10.4;97;0.2;0.2
THU;2.02405E+11;9.2;51;10.4;95.9;0.6;0.3
THU;2.02405E+11;9.4;42;10.4;97.2;0.7;0.5
THU;2.02405E+11;9.6;37;10.4;99.2;0.6;0.6
THU;2.02405E+11;9.6;33;10.4;99.2;0.9;0.9
THU;2.02405E+11;9.6;35;10.4;99.2;0.6;0.6
THU;2.02405E+11;9.6;33;10.5;99.2;0.3;0.3
THU;2.02405E+11;9.6;30;10.5;99.2;0.6;0.6
THU;2.02405E+11;9.6;20;10.4;99.2;0.5;0.5
THU;2.02405E+11;9.6;18;10.4;99.2;0.5;0.5
THU;2.02405E+11;9.6;11;10.4;99.2;0.6;0.5
THU;2.02405E+11;9.6;5;10.4;99.3;0.7;0.7
THU;2.02405E+11;9.5;4;10.3;99.3;0.7;0.6
THU;2.02405E+11;9.5;0;10.2;99.3;0.3;0.3
THU;2.02405E+11;9.5;0;10.3;99.3;0.1;0.1
THU;2.02405E+11;9.5;0;10.3;99.3;0.6;0.5
THU;2.02405E+11;9.4;0;10.1;99.3;1;1
THU;2.02405E+11;9.3;0;9.9;99.3;0.8;0.8
THU;2.02405E+11;9.2;0;9.8;99.3;0.8;0.7
THU;2.02405E+11;9.3;0;9.9;99.3;0.5;0.5
THU;2.02405E+11;9.2;0;9.8;99.3;0.2;0.1
THU;2.02405E+11;9.2;0;9.8;99.2;0.1;0.1
THU;2.02405E+11;9.2;0;9.8;99.2;0.1;0.1
THU;2.02405E+11;9.2;0;9.8;99.2;0.1;0.1
THU;2.02405E+11;9.2;0;9.8;99.2;0.3;0.2
THU;2.02405E+11;9.1;0;9.7;99.3;0.2;0.2
THU;2.02405E+11;9.1;0;9.6;99.3;1.4;1.3
THU;2.02405E+11;9;0;9.5;99.3;1.5;1.5
THU;2.02405E+11;9;0;9.4;99.3;1.4;1.4
THU;2.02405E+11;9;0;9.4;99.3;0.9;0.9
THU;2.02405E+11;9;0;9.4;99.3;0.9;0.9
THU;2.02405E+11;9;0;9.4;99.3;0.6;0.5
THU;2.02405E+11;9;0;9.4;99.3;0.8;0.6
THU;2.02405E+11;8.9;0;9.3;99.3;1.3;1.2
THU;2.02405E+11;8.8;0;9.2;99.3;1.2;1.2
THU;2.02405E+11;8.9;0;9.3;99.3;0.9;0.9
THU;2.02405E+11;8.9;0;9.3;99.3;0.8;0.8
THU;2.02405E+11;9;0;9.4;99.3;0.3;0.3
THU;2.02405E+11;9;0;9.4;99.3;0.5;0.4
THU;2.02405E+11;9;0;9.4;99.3;0.9;0.8
THU;2.02405E+11;9;0;9.4;99.3;0.7;0.6
THU;2.02405E+11;9;0;9.4;99.3;0.2;0.2
THU;2.02405E+11;9;0;9.5;99.3;0.4;0.3
THU;2.02405E+11;9;0;9.4;99.3;0.5;0.5
THU;2.02405E+11;9;0;9.4;99.3;0.3;0.3
THU;2.02405E+11;8.9;0;9.3;99.3;0.5;0.5
THU;2.02405E+11;8.9;0;9.3;99.3;0.4;0.4
THU;2.02405E+11;8.8;0;9.2;99.3;0.5;0.4
THU;2.02405E+11;8.9;0;9.3;99.3;0.2;0.2
THU;2.02405E+11;8.8;0;9.2;99.3;0.3;0.3
THU;2.02405E+11;8.9;0;9.3;99.3;0.3;0.3
THU;2.02405E+11;8.9;0;9.3;99.3;0.5;0.4
THU;2.02405E+11;8.8;0;9.2;99.3;0.4;0.4
THU;2.02405E+11;8.8;0;9.2;99.3;0.2;0.2
THU;2.02405E+11;8.8;0;9.1;99.3;0.2;0.2
THU;2.02405E+11;8.7;0;8.9;99.3;0.6;0.3
THU;2.02405E+11;8.7;0;8.9;99.3;0.4;0.4
THU;2.02405E+11;8.8;0;9;99.3;0.4;0.4
THU;2.02405E+11;8.8;0;9;99.3;0.7;0.7
THU;2.02405E+11;8.7;0;8.9;99.3;0.7;0.7
THU;2.02405E+11;8.7;0;8.9;99.3;0.5;0.5
THU;2.02405E+11;8.6;0;8.8;99.3;0.2;0.2
THU;2.02405E+11;8.6;0;8.8;99.3;0.6;0.6
THU;2.02405E+11;8.5;0;8.6;99.3;0.5;0.4
THU;2.02405E+11;8.5;0;8.6;99.3;0.7;0.4
THU;2.02405E+11;8.5;0;8.5;99.3;0.6;0.5
THU;2.02405E+11;8.4;0;8.4;99.3;0.2;0.2
THU;2.02405E+11;8.5;0;8.5;99.3;0.2;0.1
THU;2.02405E+11;8.5;0;8.6;99.3;0.1;0.1
THU;2.02405E+11;8.5;0;8.6;99.3;0.2;0.2
THU;2.02405E+11;8.4;0;8.4;99.3;0.6;0.6
THU;2.02405E+11;8.5;4;8.5;99.3;0.3;0.3
THU;2.02405E+11;8.5;13;8.5;99.3;0.4;0.4
THU;2.02405E+11;8.5;21;8.6;99.3;0.2;0.1
THU;2.02405E+11;8.6;27;8.7;99.3;0.7;0.6
THU;2.02405E+11;8.6;37;8.8;99.3;0.8;0.7
THU;2.02405E+11;8.7;40;8.9;99.3;0.7;0.6
THU;2.02405E+11;8.8;39;9;99.3;0.4;0.3
THU;2.02405E+11;8.8;57;9.1;99.3;0.2;0.2
THU;2.02405E+11;8.9;72;9.3;99.3;1.1;1.1
THU;2.02405E+11;9;67;9.4;99.3;0.8;0.8
THU;2.02405E+11;9;64;9.5;99.3;0.6;0.5
THU;2.02405E+11;9.1;88;9.6;99.3;0.3;0.3
THU;2.02405E+11;9.1;94;9.7;99.3;0.3;0.3
THU;2.02405E+11;9.2;105;9.8;99.3;0.2;0.1
THU;2.02405E+11;9.3;103;10;99.2;0.2;0.1
THU;2.02405E+11;9.4;131;10.1;99.2;0.5;0.4
THU;2.02405E+11;9.4;186;10.1;99.2;0.5;0.4
THU;2.02405E+11;9.6;273;10.5;99.1;0.4;0.4
